id,title,flag,score,n_stmt,n_proof,theorem,lemma,corollary,proposition,claim,definition,observation,fact,conjecture,np_hard,lower_bound,upper_bound,big_o,omega,theta,approx_ratio,whp,regret,dp,invariant,convergence,competitive,worst_case,sketch,cost_model,cardinality,learned,pdf,source
sigmod26-333,Marlin: Efficient Coordination for Autoscaling Cloud DBMS,True,14,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,ok,arxiv
sigmod26-385,WoW: A Window-to-Window Incremental Index for Range-Filtering Approximate Nearest Neighbor Search,True,14,8,2,2,0,0,0,0,6,0,0,0,0,6,2,19,0,0,3,0,0,0,0,0,0,4,0,0,6,0,ok,arxiv
sigmod26-008,Accelerating Approximate Analytical Join Queries over Unstructured Data with Statistical Guarantees,True,13,3,4,2,1,0,0,0,0,0,0,0,0,2,15,14,0,0,3,5,0,0,0,7,0,0,0,0,4,0,ok,arxiv
sigmod26-022,Analyzing Deviations from Monotonic Trends through Database Repair,True,13,2,4,1,0,0,0,0,1,0,0,0,6,3,6,6,3,0,4,0,0,0,0,0,0,2,0,0,5,0,ok,arxiv
sigmod26-098,F air -C ount -M in : Frequency Estimation under Equal Group-wise Approximation Factor,True,13,8,2,1,5,0,1,0,1,0,0,0,0,0,3,0,3,1,46,0,0,0,0,0,0,0,133,0,2,1,ok,upw|acm403
sigmod26-213,Scalable Clustering Over High Dimensional Vector Streams,True,13,7,2,0,2,0,0,0,5,0,0,0,0,6,9,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-274,Approximate Query Processing under Updates,True,13,11,0,6,4,1,0,0,0,0,0,0,0,6,0,0,3,1,39,0,0,0,1,0,0,6,0,0,1,0,ok,upw|acm403
sigmod26-093,Enhancing Local Differential Privacy Accuracy by Exploiting Inherent Uncertainty,True,12,6,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,ok,upw|acm403
sigmod26-147,LINE: A Learned Index with Group-Enhanced Leaves and Cache-Optimized Inner Tree,True,12,3,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,11,0,0,0,11,ok,upw|acm403
sigmod26-149,LM-Tree: A Hybrid Learned Index for Similarity Search in Metric Spaces,True,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,18,ok,upw|acm403
sigmod26-152,Loom: Weaving PCS-Preserving and Searchable Cloud Backups for Secure Messaging,True,12,6,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,ok,upw|acm403
sigmod26-234,SWMT: A Sliding Window Merkle Tree with Delayed Writes for Scalable Blockchain State Management,True,12,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,ok,upw|acm403
sigmod26-035,Beyond Maximum Common Subgraph: A Framework Maximizing Shared Computation for Multi-Query Subgraph Matching,True,11,6,2,0,2,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,ok,upw|acm403
sigmod26-060,CoShap: A Scalable Coalition Growth Approach to Shapley Value Approximation,True,11,4,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,33,0,0,0,0,12,0,1,0,0,9,0,ok,upw|acm403
sigmod26-090,Enabling Efficient Update on Rule-Based Compressed Graph,True,11,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,ok,upw|acm403
sigmod26-092,Enhancing Graph-based Approximate Maximum Inner Product Search via Norm-Adaptive Partitioning,True,11,9,0,0,6,0,0,0,3,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,1,0,0,2,0,ok,upw|acm403
sigmod26-101,Fair Data Pre-Processing with Imperfect Attribute Space,True,11,8,1,1,0,1,1,0,5,0,0,0,0,2,1,8,0,0,0,0,0,0,0,5,0,2,0,0,5,0,ok,arxiv
sigmod26-255,Workload-Aware Incremental Reclustering in Cloud Data Warehouses,True,11,5,3,2,3,0,0,0,0,0,0,0,0,0,3,22,2,2,0,0,0,0,0,0,0,2,0,21,0,0,ok,arxiv
sigmod26-265,Accelerating High-Dimensional ANN Search via Skipping Redundant Distance Computations,True,11,6,2,4,1,0,0,0,1,0,0,0,0,67,1,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,ok,upw|acm403
sigmod26-317,G uardrail : Automated Integrity Constraint Synthesis From Noisy Data,True,11,7,2,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,108,0,1,0,ok,upw|acm403
sigmod26-325,Hops Can be Constrained: Efficient Distance Queries on Large Time-Dependent Road Networks,True,11,9,0,1,7,0,0,0,1,0,0,0,2,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-329,Large-Scale Multiple Query Optimisation with Incremental Quantum(-Inspired) Annealing,True,11,4,3,4,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,ok,upw|acm403
sigmod26-107,FGIM: a Fast Graph-based Indexes Merging Framework for Approximate Nearest Neighbor Search,True,10,7,1,0,0,0,0,0,7,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,ok,arxiv
sigmod26-118,Geld: Load-balanced D-Core Decomposition for Consumer GPUs,True,10,3,3,3,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,ok,upw|acm403
sigmod26-191,Poisson Sampling over Acyclic Joins,True,10,4,3,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,4,0,ok,arxiv
sigmod26-199,Quantile Estimation with Duplicates,True,10,9,0,0,2,0,5,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,108,0,0,0,ok,upw|acm403
sigmod26-228,SQLBarber: A System Leveraging Large Language Models to Generate Customized and Realistic SQL Workloads,True,10,9,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,15,0,ok,arxiv
sigmod26-302,Dynamically Detect and Fix Hardness for Efficient Approximate Nearest Neighbor Search,True,10,9,0,5,0,1,0,0,3,0,0,0,0,0,3,7,0,0,2,0,0,0,0,0,0,1,0,0,0,0,ok,arxiv
sigmod26-316,From Suspicious Errors to Valid Data: On Repairing Spatio-Temporal Data via Spatial and Temporal Dependencies,True,10,8,0,1,0,0,7,0,0,0,0,0,3,0,2,0,0,0,13,0,0,0,0,0,0,5,0,0,1,0,ok,upw|acm403
sigmod26-003,A Game Theory Approach for Negotiating in Data Marketplaces,True,9,9,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,ok,upw|acm403
sigmod26-198,Qualitative Join Discovery in Data Lakes using Examples,True,9,3,2,0,0,0,2,0,1,0,0,0,4,0,0,8,0,0,5,0,0,0,1,0,0,1,5,0,19,0,ok,upw|acm403
sigmod26-354,Regular Expression Indexing for Log Analysis,True,9,3,2,0,1,0,0,0,0,2,0,0,1,0,0,9,0,0,1,1,0,0,0,0,0,1,0,0,0,0,ok,arxiv
sigmod26-007,ABFlow: Alert Bursting Flow Query in Streaming Temporal Flow Networks,True,8,8,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ok,upw|acm403
sigmod26-044,Causal Search for Skylines (CSS): Causally-Informed Selective Data De-Correlation,True,8,6,0,0,0,0,0,0,5,1,0,0,0,4,4,15,0,0,1,0,0,0,0,0,0,4,0,0,7,0,ok,arxiv
sigmod26-083,Efficient and Robust Out-Of-Distribution Vector Similarity Search with Cross-Distribution Monotonic Graph,True,8,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ok,upw|acm403
sigmod26-089,Eliminating Redundant Feature Tests in Decision Tree and Random Forest Inference on SQL Predicates,True,8,4,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-099,FaaSBoard: Efficient Graph Processing with a Disaggregated Architecture on Serverless Services,True,8,4,2,2,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,ok,upw|acm403
sigmod26-135,Improved Accuracy for Private Continual Cardinality Estimation in Fully Dynamic Streams via Matrix Factorization,True,8,5,0,3,0,0,0,1,1,0,0,0,1,16,16,0,3,1,1,0,0,21,0,0,0,3,0,0,19,0,ok,upw|acm403
sigmod26-146,LICO: An SIMD-Aware High-Performance Learned Inverted Index Compression Framework,True,8,2,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,3,0,7,0,12,ok,upw|acm403
sigmod26-158,Maximal Biclique Enumeration with Improved Worst-Case Time Complexity Guarantee: A Partition-Oriented Strategy,True,8,4,2,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,ok,upw|acm403
sigmod26-203,"RadixGraph: A Fast, Space-Optimized Data Structure for Dynamic Graph Storage",True,8,4,2,3,1,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,6,0,0,0,0,ok,arxiv
sigmod26-308,"Efficient Size-Bounded Community Search, Revisited: Frameworks for Practical Improvements",True,8,4,1,1,3,0,0,0,0,0,0,0,2,4,12,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,ok,upw|acm403
sigmod26-383,Visualization-Oriented Progressive Time Series Transformation,True,8,4,2,2,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,ok,upw|acm403
sigmod26-019,An Extensive Experimental Study of Indexes in Continuous Subgraph Matching: [Experiments & Analysis],True,7,6,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,ok,upw|acm403
sigmod26-076,Distribution-Aware Exploration for Adaptive HNSW Search,True,7,4,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,ok,arxiv
sigmod26-140,Interpretable Attribute Discretization,True,7,7,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,ok,upw|acm403
sigmod26-202,R2O: A Dual-Layer Framework for Joint Rewriting and Ordering in Distributed Property Graph Query Optimization,True,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,3,0,0,3,1,ok,upw|acm403
sigmod26-212,Robust Fair Influence Maximization under Multiple Community Partitions,True,7,4,0,4,0,0,0,0,0,0,0,0,7,9,8,15,2,0,36,5,0,0,0,1,0,12,0,0,3,0,ok,upw|acm403
sigmod26-221,SHoTClean: Bridging Soft and Hard Constraints for Multivariate Time Series Cleaning,True,7,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,8,0,0,0,0,3,0,0,0,0,ok,upw|acm403
sigmod26-223,Sketch-based Secure Query Processing for Streaming Data,True,7,2,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,7,1,0,2,0,0,0,3,184,0,4,0,ok,upw|acm403
sigmod26-236,Task Cascades for Efficient Unstructured Data Processing,True,7,3,1,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,ok,arxiv
sigmod26-288,Cleaning Time Series under Seasonal and Trend Constraints,True,7,5,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,ok,upw|acm403
sigmod26-299,DiskJoin: Large-scale Vector Similarity Join with SSD,True,7,3,1,1,0,0,0,0,2,0,0,0,7,0,0,7,0,0,5,0,0,0,1,0,0,2,0,0,0,0,ok,arxiv
sigmod26-133,Hyra: Scalable Byzantine-Resilient State Storage Engine with Hierarchical Erasure-Coding,True,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,ok,upw|acm403
sigmod26-134,IDAP++: Advancing Divergence-Aware Pruning with Joint Filter and Layer Optimization,True,6,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,2,ok,upw|acm403
sigmod26-240,Through the Lens of Hubness: A Revisit on Graph-Based Approximate Nearest Neighbor Search: [Experiments & Analysis],True,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,ok,upw|acm403
sigmod26-282,Brook-2PL: Tolerating High Contention Workloads with A Deadlock-Free Two-Phase Locking Protocol,True,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,ok,arxiv
sigmod26-313,Fast Optimal Group Steiner Tree Search using GPUs,True,6,1,1,1,0,0,0,0,0,0,0,0,2,5,4,0,0,18,6,0,0,0,0,0,0,4,0,0,0,0,ok,upw|acm403
sigmod26-359,SAQ: Pushing the Limits of Vector Quantization through Code Adjustment and Dimension Segmentation,True,6,2,1,0,2,0,0,0,0,0,0,0,0,4,1,12,0,0,9,2,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-036,Beyond Relational: Semantic-Aware Multi-Modal Analytics with LLM-Native Query Optimization,True,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,4,0,ok,arxiv
sigmod26-088,Efficient Vector Index Merging in Vector Databases,True,5,5,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ok,upw|acm403
sigmod26-138,Improving Range Scan Performance in LSM-trees with Group Caching,True,5,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,ok,upw|acm403
sigmod26-173,On Efficient Approximate Aggregate Nearest Neighbor Queries over Learned Representations,True,5,3,0,3,0,0,0,0,0,0,0,0,0,1,1,5,0,0,15,8,0,0,0,2,0,0,0,0,5,0,ok,arxiv
sigmod26-250,Variational Inference for De Finetti Logic,True,5,3,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,2,4,0,0,0,0,1,0,ok,upw|acm403
sigmod26-287,Categorical Data Clustering via Value Order Estimated Distance Metric Learning,True,5,5,0,3,2,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,12,0,2,0,0,1,0,ok,arxiv
sigmod26-315,Focus! Fast On-disk Concurrency-control Using Sketches,True,5,1,1,0,1,0,0,0,0,0,0,0,0,2,4,1,0,4,9,1,0,0,1,0,0,0,56,0,0,0,ok,upw|acm403
sigmod26-330,LLM-Powered Interactive Graph Search: A Scalable and Practical Approach,True,5,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,ok,upw|acm403
sigmod26-367,Stochastic Submodular Data Forgetting,True,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,35,0,0,13,0,0,0,0,1,0,0,2,0,2,0,ok,upw|acm403
sigmod26-037,Bound-Tightened Densest Subgraph Discovery on GPU,True,4,0,1,0,0,0,0,0,0,0,0,0,0,8,22,0,0,0,3,0,0,0,0,12,0,2,0,0,0,0,ok,upw|acm403
sigmod26-050,Concurrent Path-Copying Update to Tree Structures,True,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,2,0,0,0,0,0,0,1,0,0,0,ok,upw|acm403
sigmod26-063,cuRPQ: A High-Performance GPU-Based Framework for Processing Regular and Conjunctive Regular Path Queries,True,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,ok,upw|acm403
sigmod26-086,Efficient LLM Serving for Agentic Workflows: A Data Systems Perspective,True,4,1,1,1,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,0,0,0,1,0,0,0,0,5,0,0,ok,arxiv
sigmod26-097,ESTune: Bayesian Uncertainty-Guided Early Stopping for Database Configuration Tuning,False,4,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,ok,upw|acm403
sigmod26-126,HAMMER: An Automatic RAG Tuning System via Hierarchical Memory-Guided Monte Carlo Tree Search,False,4,2,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,1,ok,upw|acm403
sigmod26-131,HotHash: Hotness-Aware Consistent Hashing for Cloud Databases,True,4,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,ok,upw|acm403
sigmod26-167,NeurBench: A Benchmark Suite for Learned Database Components with Drift Modeling: [Experiments & Analysis],True,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,46,ok,upw|acm403
sigmod26-207,Reqo: A Comprehensive Learning-Based Cost Model for Robust and Explainable Query Optimization,True,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,34,6,1,ok,arxiv
sigmod26-225,SmartRabbit : An Interactive Query Processor,True,4,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,5,0,ok,upw|acm403
sigmod26-251,VecBench: A Controllable Benchmark for Filtered Vector Search: [Experiments & Analysis],True,4,3,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,ok,upw|acm403
sigmod26-258,3dSAGER: Geospatial Entity Resolution over 3D Objects,True,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,ok,arxiv
sigmod26-323,High Performance or Low Memory? An Updatable Learned Index Framework for Time-Space Tradeoff,True,4,2,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,2,0,2,0,76,ok,upw|acm403
sigmod26-328,Integrating Vector Databases across Embedding Models,True,4,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,ok,upw|acm403
sigmod26-365,SSCard: Substring Cardinality Estimation using Suffix Tree-Guided Learned FM-Index,True,4,2,0,0,0,0,0,0,2,0,0,0,0,1,1,35,0,0,1,0,0,0,0,1,0,9,0,0,66,6,ok,arxiv
sigmod26-379,Understanding and Detecting Query Performance Regression in Practical Index Tuning: [Experiments & Analysis],True,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,63,0,ok,upw|acm403
sigmod26-381,VecFlow: A High-Performance Vector Data Management System for Filtered-Search on GPUs,True,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,ok,arxiv
sigmod26-001,100x Cost & Latency Reduction: Performance Analysis of AI Query Approximation using Lightweight Proxy Models: [Experiments & Analysis],False,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1,ok,arxiv
sigmod26-005,A Principled Solution to the Disjunction Problem of Diagrammatic Query Representations,True,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ok,arxiv
sigmod26-029,Automated Discovery of Test Oracles for Database Management Systems Using LLMs,True,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ok,upw
sigmod26-030,Automating Database-Native Function Code Synthesis with LLMs,True,3,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-046,CMANNS: GPU-Accelerated Graph Index Construction for ANNS via Compute–Memory Disaggregation,True,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,1,0,0,ok,upw|acm403
sigmod26-054,CorrBound: Cardinality Estimation Accounting for Inter- and Intra-relation Correlations,False,3,2,0,1,1,0,0,0,0,0,0,0,0,0,43,0,0,0,8,0,0,0,0,0,0,3,76,0,75,0,ok,upw|acm403
sigmod26-065,Data-Semantics-Aware Recommendation of Diverse Pivot Tables,False,3,1,0,0,0,0,0,0,1,0,0,0,3,0,0,6,0,0,5,0,0,0,2,0,0,0,0,0,2,0,ok,arxiv
sigmod26-112,FLEA: Frequency-based Lossless Encoding Algorithm for Periodic Time Series,True,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,ok,upw|acm403
sigmod26-116,From Learning to Recycling: A Log-Structured Learned-Less Index,True,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,85,ok,upw|acm403
sigmod26-122,GoodTP: An Effective Data Selection Framework for Enhancing Trajectory Similarity Learning via Monte Carlo Tree Search,True,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,8,0,0,0,0,0,0,ok,upw|acm403
sigmod26-130,HONEYBEE: Efficient Role-based Access Control for Vector Databases via Dynamic Partitioning,True,3,1,0,0,0,0,0,0,1,0,0,0,3,1,1,8,0,0,0,0,0,0,0,0,0,2,0,0,1,0,ok,arxiv
sigmod26-192,Practical Parameterized Query Optimization via Efficient Plan Reuse and List-wise Ranking,False,3,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,4,44,4,ok,upw|acm403
sigmod26-204,RAIRS: Optimizing Redundant Assignment and List Layout for IVF-Based ANN Search,True,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,ok,arxiv
sigmod26-237,The Case For Language Model Approximated LIKE Predicate,True,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,22,0,0,3,0,0,0,1,2,0,4,0,1,31,4,ok,upw|acm403
sigmod26-267,ACGraph: An Efficient Asynchronous Out-of-Core Graph Processing Framework,True,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,ok,arxiv
sigmod26-269,Aegis: A Correlation-Based Data Masking Advisor for Data Sharing Ecosystems,False,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,5,1,0,1,0,0,3,0,4,0,1,0,0,2,0,ok,arxiv
sigmod26-331,LPStream: Fine-grained Lazy Provenance for Stream Processing,True,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ok,upw|acm403
sigmod26-358,Retrieve-and-Verify: A Table Context Selection Framework for Accurate Column Annotations,True,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ok,arxiv
sigmod26-384,WaveStitch: Flexible and Fast Conditional Time Series Generation With Diffusion Models,True,3,1,1,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,ok,arxiv
sigmod26-002,A Backend-Agnostic Compiler for Approximate Query Processing with Probabilistic Tensor Algebra,False,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,17,1,ok,upw|acm403
sigmod26-033,BEACON: Budget-Aware Entity Matching Across Domains,False,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-045,Chatty-KG: A Multi-Agent AI System for On-Demand Conversational Question Answering over Knowledge Graphs,False,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-047,CoDec: Prefix-Shared Decoding Kernel for LLMs,False,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-069,Detecting Join Bugs in Database Engines via Join Implication Reasoning,True,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-074,DimWeaver: Dimensional Weaved Trajectory Compression,False,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,ok,upw|acm403
sigmod26-080,Dynamic Flat Filter: A Unified Framework for Scalable and Stable Fingerprint-Based Filters,False,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,6,1,0,1,0,ok,upw|acm403
sigmod26-105,FastGNAS: Accelerating and Scaling Graph Neural Architecture Search on Multi-GPUs via Ring-Based Model Migration,False,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,1,0,0,ok,upw|acm403
sigmod26-119,GEM: A Native Graph-based Index for Multi-Vector Retrieval,False,2,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,4,0,0,0,ok,arxiv
sigmod26-120,Generalized Entity Matching with Adaptivity via Large Language Models,False,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ok,upw|acm403
sigmod26-129,HIRE: A Hybrid Learned Index for Robust and Efficient Performance under Mixed Workloads,False,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,5,0,7,0,54,ok,arxiv
sigmod26-143,KVD rive: A Holistic Multi-Tier KV Cache Management System for Long-Context LLM Inference,False,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-145,LeaseGuard: Raft Leases Done Right,False,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ok,arxiv
sigmod26-164,MUFASA: Fast and Accurate Multivariate Time-Series Clustering,False,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,14,0,0,1,0,0,0,1,5,0,0,0,0,0,0,ok,upw|acm403
sigmod26-174,On Self-Designing Learned Indexes,False,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,3,0,45,ok,upw|acm403
sigmod26-249,Unseen Anomaly Detection from System Logs,True,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-270,AgentTune: An Agent-Based Large Language Model Framework for Database Knob Tuning,False,2,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,ok,upw|acm403
sigmod26-312,Fast Indexing for Temporal Information Retrieval,True,2,1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,4,7,1,ok,upw
sigmod26-327,Hydraulis: Balancing Large Transformer Model Training via Co-designing Parallel Strategies and Data Assignment,False,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,3,0,0,0,0,4,0,5,0,1,0,0,ok,arxiv
sigmod26-347,Privacy-preserving and Verifiable Causal Prescriptive Analytics,False,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,ok,upw|acm403
